,participantID,trialNum,stage,stageName,trueCondition,requestedTests,likelihoodChange,uniqueTests,pastTests,currentTests,possibleTest,proportionOfInfo,testNames,numOfDifferentials,confidence,correctDiagnosis,perceivedDifficulty,highestSeverity,hasHighSeverity,highestLikelihood,likelihoods,severities,sevOfHighestLikelihood,competingDifferentials,hasCompetingDifferentials,treatmentPlan,infoSeekingTime,remoteDifferentials,nonRemoteDifferentials,correct,brierConfidence,differentialAccuracy,correctDiagnosisIdx,likelihoodOfCorrectDiagnosis,sevOfCorrectDiagnosis,highestLikelihoodCorrect,highestLikelihoodCorrectValue
1194,r9fm2j,2,3,Testing,MILIARY TB,7,0,6,0,6,10,0.6,"FBC, Clotting Test, CRP and ESR, UREA and Electrolytes, Chest XRay, Other Biochemistry Tests",3,39,FALSE,8,2,FALSE,7,"7, 7, 7","2, 1, 2",2,3,TRUE,Not Provided,4.292783333,0,3,1,0.3721,0.333333333,1,7,2,1,7
1195,r9fm2j,3,1,Patient History,GUILLAINBARRE SYNDROME,10,0,6,0,6,6,1,"Family History, Medication, Social History, Present Illness History, Allergies, Past Medical History",2,30,FALSE,7,2,FALSE,7,"7, 6","2, 1",2,2,FALSE,Not Provided,4.177366667,0,2,1,0.49,0.5,1,6,2,0,0
1196,r9fm2j,3,2,Physical Exmination,GUILLAINBARRE SYNDROME,13,0,13,0,13,13,1,"Take Pulse, Rectal Examination, Auscultate the Heart, Auscultate Lungs, Assess Extremities, Assess Head, Assess Respiratory Rate, Measure Temperature, Abdomen Examination, NeckThroat Examination, Assess Eyes, Neurologic Exam Record, Measure Blood Pressure",2,61,FALSE,7,2,FALSE,10,"5, 10","1, 2",2,2,FALSE,Not Provided,3.98495,0,2,1,0.1521,0.5,1,10,3,1,10
1197,r9fm2j,3,3,Testing,GUILLAINBARRE SYNDROME,1,0,1,0,1,10,0.1,UREA and Electrolytes,2,67,FALSE,7,2,FALSE,10,"5, 10","1, 2",2,2,FALSE,Not Provided,0.456833333,0,2,1,0.1089,0.5,1,10,3,1,10
1198,r9fm2j,4,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Present Illness History, Medication, Family History, Past Medical History, Allergies, Social History",3,73,FALSE,9,3,TRUE,10,"10, 5, 3","3, 1, 0",3,2,FALSE,Not Provided,0.70455,0,3,1,0.0729,0.333333333,1,5,2,0,0
1199,r9fm2j,4,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,12,0,12,0,12,13,0.923076923,"NeckThroat Examination, Assess Eyes, Take Pulse, Measure Temperature, Rectal Examination, Assess Head, Measure Blood Pressure, Auscultate the Heart, Abdomen Examination, Auscultate Lungs, Neurologic Exam Record, Assess Extremities",3,62,FALSE,9,3,TRUE,10,"10, 5, 3","3, 1, 0",3,2,FALSE,Not Provided,1.235583333,0,3,1,0.1444,0.333333333,1,5,2,0,0
1200,r9fm2j,4,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,10,0.4,"FBC, Clotting Test, UREA and Electrolytes, CRP and ESR",3,63,FALSE,9,3,TRUE,10,"10, 5, 3","3, 1, 0",3,2,FALSE,Not Provided,0.657783333,0,3,1,0.1369,0.333333333,1,5,2,0,0
1201,r9fm2j,5,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Social History, Allergies, Past Medical History, Medication, Family History",6,57,FALSE,10,2,FALSE,6,"4, 4, 3, 2, 3, 6","1, 1, 0, 0, 0, 2",2,1,FALSE,Not Provided,1.9396,0,6,1,0.1849,0.166666667,1,6,3,1,6
1202,r9fm2j,5,2,Physical Exmination,AORTIC DISSECTION,14,0,11,0,11,13,0.846153846,"Auscultate Lungs, Measure Temperature, Neurologic Exam Record, Measure Blood Pressure, Assess Extremities, Assess Eyes, Assess Head, Abdomen Examination, Assess Respiratory Rate, Take Pulse, Auscultate the Heart",7,56,FALSE,10,2,FALSE,9,"4, 4, 3, 2, 3, 6, 9","1, 1, 0, 0, 0, 2, 2",2,2,FALSE,Not Provided,1.22795,0,7,1,0.1936,0.142857143,1,6,3,0,0
1203,r9fm2j,5,3,Testing,AORTIC DISSECTION,5,0,5,0,5,10,0.5,"Chest XRay, CRP and ESR, ECG, FBC, UREA and Electrolytes",8,7,FALSE,10,2,FALSE,9,"4, 4, 3, 2, 3, 6, 9, 5","1, 1, 0, 0, 0, 2, 2, 1",2,3,TRUE,Not Provided,1.3095,0,8,1,0.8649,0.125,1,6,3,0,0
1204,r9fm2j,6,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Medication, Allergies, Family History, Past Medical History, Social History",3,67,FALSE,7,2,FALSE,9,"9, 5, 5","2, 1, 1",2,3,TRUE,Not Provided,1.7253,0,3,1,0.1089,0.333333333,1,5,2,0,0
1205,r9fm2j,6,2,Physical Exmination,ULCERATIVE COLITIS,13,0,13,0,13,13,1,"Abdomen Examination, Assess Extremities, Rectal Examination, Neurologic Exam Record, Measure Temperature, NeckThroat Examination, Measure Blood Pressure, Assess Respiratory Rate, Auscultate Lungs, Assess Eyes, Assess Head, Take Pulse, Auscultate the Heart",3,59,FALSE,7,2,FALSE,9,"8, 5, 9","2, 1, 2",2,3,TRUE,Not Provided,1.380316667,0,3,1,0.1681,0.333333333,1,9,3,1,9
1206,r9fm2j,6,3,Testing,ULCERATIVE COLITIS,5,0,5,0,5,10,0.5,"Abdominal CT Scan, Chest XRay, UREA and Electrolytes, CRP and ESR, FBC",3,57,FALSE,7,2,FALSE,9,"8, 5, 9","2, 1, 2",2,3,TRUE,Not Provided,0.924533333,0,3,1,0.1849,0.333333333,1,9,3,1,9
1207,rtc3x8,1,1,Patient History,ULCERATIVE COLITIS,7,0,6,0,6,6,1,"Social History, Present Illness History, Family History, Past Medical History, Medication, Allergies",3,20,FALSE,6,2,FALSE,7,"7, 6, 2","2, 1, 0",2,2,FALSE,Not Provided,1.344733333,0,3,0,0.04,-0.333333333,0,0,0,0,0
1208,rtc3x8,1,2,Physical Exmination,ULCERATIVE COLITIS,9,0,9,0,9,13,0.692307692,"Measure Temperature, Measure Blood Pressure, Rectal Examination, Assess Head, Abdomen Examination, Neck/Throat Examination, Auscultate the Heart, Auscultate Lungs, Take Pulse",4,50,FALSE,6,2,FALSE,8,"7, 6, 2, 8","2, 1, 0, 1",1,3,TRUE,Not Provided,0.92235,0,4,1,0.25,0.25,1,8,2,1,8
1209,rtc3x8,1,3,Testing,ULCERATIVE COLITIS,7,0,7,0,7,10,0.7,"FBC, Abdominal CT Scan, ECG, CRP and ESR, Clotting Test, Venous Blood Gas, UREA and Electrolytes",4,64,FALSE,6,2,FALSE,9,"7, 9, 2, 8","2, 1, 0, 1",1,3,TRUE,Not Provided,1.344083333,0,4,1,0.1296,0.25,1,8,2,0,0
1210,rtc3x8,2,1,Patient History,GUILLAINBARRE SYNDROME,6,0,5,0,5,6,0.833333333,"Present Illness History, Medication, Social History, Past Medical History, Family History",2,11,FALSE,2,3,TRUE,7,"7, 5","2, 3",2,2,FALSE,Not Provided,0.723183333,0,2,0,0.0121,-0.5,0,0,0,0,0
1211,rtc3x8,2,2,Physical Exmination,GUILLAINBARRE SYNDROME,12,0,10,0,10,13,0.769230769,"Assess Head, Assess Eyes, Neck/Throat Examination, Measure Temperature, Abdomen Examination, Rectal Examination, Assess Extremities, Measure Blood Pressure, Take Pulse, Neurologic Exam Record",3,46,FALSE,2,3,TRUE,8,"7, 5, 8","2, 3, 3",3,3,TRUE,Not Provided,3.177416667,0,3,0,0.2116,-0.333333333,0,0,0,0,0
1212,rtc3x8,2,3,Testing,GUILLAINBARRE SYNDROME,10,0,10,0,10,10,1,"CRP and ESR, FBC, Other Biochemistry Tests, Urine Dipstick, Clotting Test, UREA and Electrolytes, Chest X-Ray, ECG, Abdominal CT Scan, Venous Blood Gas",3,18,FALSE,2,3,TRUE,8,"7, 5, 8","2, 3, 3",3,3,TRUE,Not Provided,1.2339,0,3,0,0.0324,-0.333333333,0,0,0,0,0
1213,rtc3x8,3,1,Patient History,MILIARY TB,6,0,6,0,6,6,1,"Present Illness History, Medication, Past Medical History, Family History, Allergies, Social History",2,17,FALSE,6,2,FALSE,7,"7, 4","2, 1",2,1,FALSE,Not Provided,1.7186,0,2,1,0.6889,0.5,1,4,2,0,0
1214,rtc3x8,3,2,Physical Exmination,MILIARY TB,12,0,10,0,10,13,0.769230769,"Measure Temperature, Assess Eyes, Neck/Throat Examination, Rectal Examination, Neurologic Exam Record, Abdomen Examination, Assess Head, Assess Extremities, Auscultate Lungs, Measure Blood Pressure",2,57,FALSE,6,2,FALSE,9,"9, 4","2, 1",2,1,FALSE,Not Provided,1.57675,0,2,1,0.1849,0.5,1,4,2,0,0
1215,rtc3x8,3,3,Testing,MILIARY TB,10,0,8,0,8,10,0.8,"ECG, Abdominal CT Scan, FBC, CRP and ESR, Clotting Test, Other Biochemistry Tests, Urine Dipstick, UREA and Electrolytes",2,61,FALSE,6,2,FALSE,9,"9, 4","2, 1",2,1,FALSE,Not Provided,0.801383333,0,2,1,0.1521,0.5,1,4,2,0,0
1216,rtc3x8,4,1,Patient History,AORTIC DISSECTION,0,0,0,0,0,6,0,,3,42,FALSE,4,3,TRUE,6,"5, 6, 6","3, 2, 1",2,3,TRUE,Not Provided,0.01395,0,3,0,0.1764,-0.333333333,0,0,0,0,0
1217,rtc3x8,4,2,Physical Exmination,AORTIC DISSECTION,15,0,5,5,0,13,0,"Past Medical History, Medication, Present Illness History, Social History, Family History",4,40,FALSE,4,3,TRUE,7,"5, 7, 6, 4","3, 2, 1, 2",2,3,TRUE,Not Provided,1.4538,0,4,0,0.16,-0.25,0,0,0,0,0
1218,rtc3x8,4,3,Testing,AORTIC DISSECTION,9,0,8,2,6,10,0.6,"Chest X-Ray, Abdominal CT Scan, CRP and ESR, ECG, FBC, Other Biochemistry Tests, Rectal Examination, Auscultate the Heart",4,45,FALSE,4,3,TRUE,7,"7, 7, 6, 4","3, 2, 1, 2",3,3,TRUE,Not Provided,2.65125,0,4,0,0.2025,-0.25,0,0,0,0,0
1219,rtc3x8,5,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,4,0,4,0,4,6,0.666666667,"Present Illness History, Allergies, Medication, Past Medical History",4,43,FALSE,5,3,TRUE,8,"8, 6, 6, 4","3, 2, 2, 0",3,3,TRUE,Not Provided,0.520966667,0,4,1,0.3249,0.25,1,6,3,0,0
1220,rtc3x8,5,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,13,0.461538462,"Neurologic Exam Record, Assess Eyes, Measure Temperature, Assess Extremities, Measure Blood Pressure, Assess Head",4,57,FALSE,5,3,TRUE,9,"9, 6, 6, 4","3, 2, 2, 0",3,3,TRUE,Not Provided,0.804583333,0,4,1,0.1849,0.25,1,6,3,0,0
1221,rtc3x8,5,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,17,0,12,2,10,10,1,"Assess Eyes, Assess Respiratory Rate, Venous Blood Gas, Urine Dipstick, Chest X-Ray, CRP and ESR, ECG, Abdominal CT Scan, Other Biochemistry Tests, UREA and Electrolytes, FBC, Clotting Test",4,63,FALSE,5,3,TRUE,9,"9, 6, 6, 4","3, 2, 2, 0",3,3,TRUE,Not Provided,5.271316667,0,4,1,0.1369,0.25,1,6,3,0,0
1222,rtc3x8,6,1,Patient History,TEMPORAL ARTERITIS,5,0,4,0,4,6,0.666666667,"Family History, Present Illness History, Past Medical History, Medication",2,63,FALSE,7,1,FALSE,7,"7, 7","1, 1",1,2,FALSE,Not Provided,0.886566667,0,2,1,0.1369,0.5,1,7,2,1,7
1223,rtc3x8,6,2,Physical Exmination,TEMPORAL ARTERITIS,10,0,7,0,7,13,0.538461538,"Auscultate Lungs, Assess Extremities, Abdomen Examination, Assess Eyes, Measure Temperature, Neurologic Exam Record, Auscultate the Heart",3,43,FALSE,7,1,FALSE,7,"7, 7, 7","1, 1, 1",1,3,TRUE,Not Provided,1.46135,0,3,1,0.3249,0.333333333,1,7,2,1,7
1224,rtc3x8,6,3,Testing,TEMPORAL ARTERITIS,3,0,3,0,3,10,0.3,"CRP and ESR, Other Biochemistry Tests, UREA and Electrolytes",3,73,FALSE,7,1,FALSE,9,"7, 7, 9","1, 1, 1",1,3,TRUE,"
Prednisolone
",0.422716667,0,3,1,0.0729,0.333333333,1,7,2,1,9
1225,rzwckv,1,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Family History, Medication, Allergies, Social History",1,0,FALSE,9,3,TRUE,7,7,3,3,1,FALSE,Not Provided,1.630116667,0,1,0,0,-1,0,0,0,0,0
1226,rzwckv,1,2,Physical Exmination,MILIARY TB,11,0,8,0,8,13,0.615384615,"Measure Temperature, Assess Respiratory Rate, Take Pulse, Measure Blood Pressure, Auscultate the Heart, Auscultate Lungs, Neck/Throat Examination, Assess Extremities",4,0,FALSE,9,3,TRUE,9,"7, 8, 7, 9","3, 2, 2, 2",2,4,TRUE,Not Provided,1.94135,0,4,1,1,0.25,1,9,3,1,9
1227,rzwckv,1,3,Testing,MILIARY TB,5,0,5,0,5,10,0.5,"FBC, Clotting Test, Chest X-Ray, Venous Blood Gas, UREA and Electrolytes",7,0,FALSE,9,3,TRUE,9,"7, 8, 7, 9, 4, 5, 5","3, 2, 2, 2, 2, 3, 2",2,6,TRUE,Not Provided,1.76015,0,7,1,1,0.142857143,1,9,3,1,9
1228,rzwckv,2,1,Patient History,AORTIC DISSECTION,6,0,6,0,6,6,1,"Present Illness History, Allergies, Medication, Family History, Past Medical History, Social History",5,12,TRUE,6,3,TRUE,8,"5, 5, 5, 8, 3","2, 3, 2, 2, 3",2,4,TRUE,Not Provided,2.32825,0,5,1,0.7744,0.2,1,5,4,0,0
1229,rzwckv,2,2,Physical Exmination,AORTIC DISSECTION,6,0,6,0,6,13,0.461538462,"Take Pulse, Auscultate the Heart, Assess Respiratory Rate, Measure Temperature, Measure Blood Pressure, Auscultate Lungs",6,39,TRUE,6,3,TRUE,9,"5, 5, 5, 8, 3, 9","2, 3, 2, 2, 3, 2",2,5,TRUE,Not Provided,1.015483333,0,6,1,0.3721,0.166666667,1,5,4,0,0
1230,rzwckv,2,3,Testing,AORTIC DISSECTION,9,0,9,0,9,10,0.9,"ECG, CRP and ESR, FBC, Clotting Test, Venous Blood Gas, Other Biochemistry Tests, Abdominal CT Scan, UREA and Electrolytes, Urine Dipstick",6,17,TRUE,6,3,TRUE,9,"5, 5, 5, 8, 3, 9","2, 3, 2, 2, 3, 2",2,5,TRUE,Not Provided,2.1635,0,6,1,0.6889,0.166666667,1,5,4,0,0
1231,rzwckv,3,1,Patient History,ULCERATIVE COLITIS,6,0,6,0,6,6,1,"Present Illness History, Social History, Family History, Medication, Allergies, Past Medical History",6,62,FALSE,8,2,FALSE,9,"9, 7, 2, 4, 2, 1","1, 2, 2, 0, 1, 1",1,2,FALSE,Not Provided,1.249983333,1,5,1,0.1444,0.166666667,1,9,2,1,9
1232,rzwckv,3,2,Physical Exmination,ULCERATIVE COLITIS,8,0,8,0,8,13,0.615384615,"Abdomen Examination, Assess Respiratory Rate, Take Pulse, Measure Blood Pressure, Measure Temperature, Rectal Examination, Auscultate Lungs, Auscultate the Heart",6,56,FALSE,8,2,FALSE,10,"10, 8, 1, 1, 4, 5","1, 2, 2, 0, 1, 1",1,3,TRUE,Not Provided,1.14975,2,4,1,0.1936,0.166666667,1,10,2,1,10
1233,rzwckv,3,3,Testing,ULCERATIVE COLITIS,7,0,7,0,7,10,0.7,"CRP and ESR, FBC, UREA and Electrolytes, Other Biochemistry Tests, Venous Blood Gas, Clotting Test, Abdominal CT Scan",6,100,FALSE,8,2,FALSE,8,"4, 1, 1, 1, 6, 8","1, 2, 2, 0, 1, 1",1,2,FALSE,"Blood transfusion, prednisolone, antibiotics, paracetamol, maintenance fluids",2.038433333,3,3,1,0,0.166666667,1,4,2,1,8
1234,rzwckv,4,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Present Illness History, Family History, Past Medical History, Allergies, Medication, Social History",2,5,FALSE,10,3,TRUE,8,"8, 6","3, 3",3,2,FALSE,Not Provided,0.80025,0,2,1,0.9025,0.5,1,6,4,0,0
1235,rzwckv,4,2,Physical Exmination,GUILLAINBARRE SYNDROME,11,0,11,0,11,13,0.846153846,"Measure Blood Pressure, Assess Respiratory Rate, Assess Eyes, Assess Extremities, Measure Temperature, Neurologic Exam Record, Assess Head, Auscultate Lungs, Take Pulse, Auscultate the Heart, Abdomen Examination",4,0,FALSE,10,3,TRUE,8,"8, 1, 6, 6","3, 3, 3, 3",3,3,TRUE,Not Provided,1.518166667,1,3,1,1,0.25,1,1,4,0,0
1236,rzwckv,4,3,Testing,GUILLAINBARRE SYNDROME,8,0,8,0,8,10,0.8,"CRP and ESR, FBC, Venous Blood Gas, ECG, UREA and Electrolytes, Other Biochemistry Tests, Clotting Test, Abdominal CT Scan",4,23,FALSE,10,3,TRUE,9,"9, 1, 7, 2","3, 3, 3, 3",3,2,FALSE,Not Provided,1.6723,1,3,1,0.5929,0.25,1,1,4,0,0
1237,rzwckv,5,1,Patient History,TEMPORAL ARTERITIS,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Social History, Family History, Allergies",3,0,FALSE,10,3,TRUE,8,"5, 8, 2","3, 1, 2",1,2,FALSE,Not Provided,1.58585,0,3,0,0,-0.333333333,0,0,0,0,0
1238,rzwckv,5,2,Physical Exmination,TEMPORAL ARTERITIS,10,0,10,0,10,13,0.769230769,"Take Pulse, Assess Respiratory Rate, Measure Temperature, Measure Blood Pressure, Assess Extremities, Auscultate Lungs, Auscultate the Heart, Neurologic Exam Record, Neck/Throat Examination, Assess Eyes",5,0,FALSE,10,3,TRUE,8,"2, 2, 2, 8, 6","3, 1, 2, 1, 1",1,2,FALSE,Not Provided,1.321216667,0,5,1,1,0.2,1,6,2,0,0
1239,rzwckv,5,3,Testing,TEMPORAL ARTERITIS,7,0,7,0,7,10,0.7,"FBC, Other Biochemistry Tests, UREA and Electrolytes, CRP and ESR, Clotting Test, ECG, Urine Dipstick",5,11,FALSE,10,3,TRUE,8,"2, 2, 2, 8, 6","3, 1, 2, 1, 1",1,2,FALSE,Not Provided,1.261483333,0,5,1,0.7921,0.2,1,6,2,0,0
1240,rzwckv,6,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Present Illness History, Past Medical History, Allergies, Family History, Social History, Medication",7,8,FALSE,10,3,TRUE,9,"9, 9, 4, 2, 2, 6, 4","3, 3, 2, 3, 3, 2, 0",3,3,TRUE,Not Provided,1.040783333,0,7,1,0.8464,0.142857143,1,2,4,0,0
1241,rzwckv,6,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,10,0,10,0,10,13,0.769230769,"Measure Blood Pressure, Measure Temperature, Assess Respiratory Rate, Take Pulse, Assess Eyes, Neurologic Exam Record, Assess Head, Auscultate Lungs, Auscultate the Heart, Assess Extremities",10,12,FALSE,10,3,TRUE,9,"9, 9, 4, 2, 2, 6, 4, 7, 7, 4","3, 3, 2, 3, 3, 2, 0, 3, 2, 3",3,5,TRUE,Not Provided,1.7823,0,10,1,0.7744,0.1,1,2,4,0,0
1242,rzwckv,6,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,7,0,7,10,0.7,"Chest X-Ray, Abdominal CT Scan, Venous Blood Gas, CRP and ESR, FBC, ECG, Other Biochemistry Tests",10,0,FALSE,10,3,TRUE,9,"9, 9, 4, 2, 2, 6, 4, 7, 7, 4","3, 3, 2, 3, 3, 2, 0, 3, 2, 3",3,5,TRUE,Not Provided,1.348833333,0,10,1,1,0.1,1,2,4,0,0
1243,s2pdcj,1,1,Patient History,MILIARY TB,7,0,6,0,6,6,1,"Present Illness History, Medication, Past Medical History, Allergies, Family History, Social History",6,24,FALSE,8,3,TRUE,8,"5, 8, 4, 2, 6, 4","2, 2, 3, 3, 2, 2",2,3,TRUE,Not Provided,1.611483333,0,6,1,0.5776,0.166666667,1,6,3,0,0
1244,s2pdcj,1,2,Physical Exmination,MILIARY TB,12,0,12,0,12,13,0.923076923,"Assess Eyes, Assess Head, Assess Respiratory Rate, Neurologic Exam Record, Auscultate Lungs, Abdomen Examination, Rectal Examination, Measure Blood Pressure, Assess Extremities, Auscultate the Heart, Take Pulse, Measure Temperature",8,45,FALSE,8,3,TRUE,8,"5, 8, 5, 1, 8, 4, 3, 4","2, 2, 3, 3, 2, 2, 1, 2",2,4,TRUE,Not Provided,1.626616667,1,7,1,0.3025,0.125,1,8,3,1,8
1245,s2pdcj,1,3,Testing,MILIARY TB,6,0,6,0,6,10,0.6,"Abdominal CT Scan, Venous Blood Gas, Clotting Test, Chest X-Ray, FBC, UREA and Electrolytes",8,63,FALSE,8,3,TRUE,9,"2, 9, 5, 1, 3, 2, 1, 1","2, 2, 3, 3, 2, 2, 1, 2",2,2,FALSE,Not Provided,1.96175,3,5,1,0.1369,0.125,1,3,3,0,0
1246,s2pdcj,2,1,Patient History,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,6,0,6,6,1,"Social History, Present Illness History, Allergies, Past Medical History, Family History, Medication",5,39,FALSE,8,3,TRUE,7,"7, 4, 3, 2, 2","3, 3, 3, 0, 2",3,1,FALSE,Not Provided,0.929,0,5,0,0.1521,-0.2,0,0,0,0,0
1247,s2pdcj,2,2,Physical Exmination,THROMBOTIC THROMBOCYTOPENIC PURPURA,7,0,7,0,7,13,0.538461538,"Neurologic Exam Record, Assess Eyes, Take Pulse, Measure Temperature, Measure Blood Pressure, Assess Head, Assess Extremities",8,58,FALSE,8,3,TRUE,9,"7, 4, 3, 2, 2, 7, 9, 8","3, 3, 3, 0, 2, 3, 3, 3",3,4,TRUE,Not Provided,1.124016667,0,8,1,0.1764,0.125,1,7,4,0,0
1248,s2pdcj,2,3,Testing,THROMBOTIC THROMBOCYTOPENIC PURPURA,6,0,5,0,5,10,0.5,"FBC, CRP and ESR, Other Biochemistry Tests, Clotting Test, Venous Blood Gas",8,69,FALSE,8,3,TRUE,9,"3, 4, 3, 2, 2, 5, 9, 8","3, 3, 3, 0, 2, 3, 3, 3",3,3,TRUE,"IV aciclovir and fluids
Sepsis 6
LP ",1.508833333,0,8,1,0.0961,0.125,1,5,4,0,0
1249,s2pdcj,3,1,Patient History,TEMPORAL ARTERITIS,6,0,6,0,6,6,1,"Present Illness History, Allergies, Social History, Past Medical History, Medication, Family History",3,32,FALSE,5,2,FALSE,8,"6, 4, 8","2, 1, 2",2,2,FALSE,Not Provided,0.89245,0,3,1,0.4624,0.333333333,1,8,3,1,8
1250,s2pdcj,3,2,Physical Exmination,TEMPORAL ARTERITIS,3,0,3,0,3,13,0.230769231,"Measure Temperature, Assess Extremities, Assess Head",4,77,FALSE,5,2,FALSE,9,"6, 4, 9, 9","2, 1, 2, 2",2,3,TRUE,Not Provided,0.72755,0,4,1,0.0529,0.25,1,9,3,1,9
1251,s2pdcj,3,3,Testing,TEMPORAL ARTERITIS,2,0,2,0,2,10,0.2,"CRP and ESR, FBC",4,89,FALSE,5,2,FALSE,9,"6, 4, 9, 9","2, 1, 2, 2",2,3,TRUE,Likely GCA with polymyalgia rheumatica. Crucial to stop flare due to risk of optic neuritis. High dose IV steroids until flare controlled then long term treatment with high dose prednisolone for 3-6 months ,0.393683333,0,4,1,0.0121,0.25,1,9,3,1,9
1252,s2pdcj,4,1,Patient History,AORTIC DISSECTION,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Medication, Allergies, Social History, Family History",7,25,FALSE,7,3,TRUE,8,"8, 7, 3, 4, 7, 2, 2","1, 3, 2, 0, 2, 3, 3",1,3,TRUE,Not Provided,2.4261,0,7,0,0.0625,-0.142857143,0,0,0,0,0
1253,s2pdcj,4,2,Physical Exmination,AORTIC DISSECTION,5,0,5,0,5,13,0.384615385,"Auscultate the Heart, Take Pulse, Auscultate Lungs, Measure Temperature, Assess Respiratory Rate",8,56,FALSE,7,3,TRUE,8,"5, 8, 3, 1, 3, 2, 2, 5","1, 3, 2, 0, 2, 3, 3, 3",3,3,TRUE,Not Provided,0.942983333,1,7,0,0.3136,-0.125,0,0,0,0,0
1254,s2pdcj,4,3,Testing,AORTIC DISSECTION,5,0,5,0,5,10,0.5,"ECG, Chest X-Ray, Other Biochemistry Tests, FBC, UREA and Electrolytes",8,77,FALSE,7,3,TRUE,9,"5, 9, 3, 1, 3, 2, 2, 7","1, 3, 2, 0, 2, 3, 3, 3",3,3,TRUE,"Echo
Blood cultures
Treat with broad spectrum antibiotics
Furosemide infusion for fluid overload and heart failure signs",1.515616667,1,7,0,0.5929,-0.125,0,0,0,0,0
1255,s2pdcj,5,1,Patient History,GUILLAINBARRE SYNDROME,6,0,6,0,6,6,1,"Family History, Present Illness History, Medication, Past Medical History, Social History, Allergies",3,29,FALSE,8,3,TRUE,8,"8, 4, 3","3, 3, 2",3,1,FALSE,Not Provided,0.7497,0,3,1,0.5041,0.333333333,1,4,4,0,0
1256,s2pdcj,5,2,Physical Exmination,GUILLAINBARRE SYNDROME,7,0,6,0,6,13,0.461538462,"Neurologic Exam Record, Take Pulse, Assess Respiratory Rate, Measure Temperature, Assess Eyes, Assess Head",5,27,FALSE,8,3,TRUE,7,"5, 7, 3, 4, 4","3, 3, 2, 3, 3",3,2,FALSE,Not Provided,1.093383333,0,5,1,0.5329,0.2,1,7,4,1,7
1257,s2pdcj,5,3,Testing,GUILLAINBARRE SYNDROME,6,0,6,0,6,10,0.6,"FBC, ECG, Venous Blood Gas, UREA and Electrolytes, Abdominal CT Scan, CRP and ESR",5,30,FALSE,8,3,TRUE,7,"5, 7, 3, 4, 4","3, 3, 2, 3, 3",3,2,FALSE,Not Provided,1.093916667,0,5,1,0.49,0.2,1,7,4,1,7
1258,s2pdcj,6,1,Patient History,ULCERATIVE COLITIS,7,0,6,0,6,6,1,"Present Illness History, Past Medical History, Family History, Medication, Allergies, Social History",4,53,TRUE,4,2,FALSE,9,"9, 8, 4, 3","2, 2, 2, 1",2,2,FALSE,Not Provided,1.322583333,0,4,1,0.2209,0.25,1,3,2,1,9
1259,s2pdcj,6,2,Physical Exmination,ULCERATIVE COLITIS,7,0,7,0,7,13,0.538461538,"Rectal Examination, Abdomen Examination, Take Pulse, Measure Temperature, Measure Blood Pressure, Assess Extremities, Assess Respiratory Rate",4,64,TRUE,4,2,FALSE,9,"9, 8, 3, 3","2, 2, 2, 1",2,2,FALSE,Not Provided,1.1754,0,4,1,0.1296,0.25,1,3,2,1,9
1260,s2pdcj,6,3,Testing,ULCERATIVE COLITIS,6,0,6,0,6,10,0.6,"FBC, Abdominal CT Scan, Venous Blood Gas, Clotting Test, CRP and ESR, UREA and Electrolytes",4,58,TRUE,4,2,FALSE,8,"8, 3, 3, 8","2, 2, 2, 1",2,2,FALSE,Not Provided,1.014266667,0,4,1,0.1764,0.25,1,8,2,1,8
1261,s8c6kp,1,1,Patient History,GUILLAINBARRE SYNDROME,3,0,3,0,3,6,0.5,"Present Illness History, Past Medical History, Medication",2,41,FALSE,6,3,TRUE,6,"6, 3","2, 3",2,1,FALSE,Not Provided,0.7972,0,2,1,0.3481,0.5,1,6,3,1,6
1262,s8c6kp,1,2,Physical Exmination,GUILLAINBARRE SYNDROME,3,0,3,0,3,13,0.230769231,"Neurologic Exam Record, Auscultate Lungs, Assess Head",2,63,FALSE,6,3,TRUE,9,"9, 1","2, 3",2,1,FALSE,Not Provided,0.59515,1,1,1,0.1369,0.5,1,9,3,1,9
